complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used
2007,2007,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST5816,2025-05-13 09:56:00,2025-05-17 13:34:11,2026-07-23 20:15:32,three weeks complaint still resolved,99.63638888888887,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
2008,2008,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST2110,2025-07-02 06:59:00,2025-07-06 03:37:52,2026-07-23 20:15:32,staff keep telling wait nothing happens,92.64777777777778,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
2009,2009,No technician has visited despite multiple requests.,,Operations,Open,CUST5417,2025-05-17 14:10:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
2010,2010,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST8541,2025-04-17 10:23:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
2011,2011,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST8182,2025-05-02 09:51:00,2025-05-08 01:39:59,2026-07-23 20:15:32,response time service requests unacceptably slow,135.8163888888889,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
2012,2012,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST9289,2025-09-02 11:42:00,2025-09-05 13:29:58,2026-07-23 20:15:32,security personnel checking ids properly gate,73.79944444444445,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
2013,2013,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST5376,2025-12-13 16:21:00,2025-12-16 16:29:14,2026-07-23 20:15:32,bill amount doubled month without explanation,72.13722222222222,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
2014,2014,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST5962,2025-02-13 08:17:00,2025-02-14 18:14:56,2026-07-23 20:15:32,bill amount doubled month without explanation,33.965555555555554,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
2015,2015,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3484,2025-04-19 15:12:00,2025-04-22 05:45:07,2026-07-23 20:15:32,bill amount doubled month without explanation,62.551944444444445,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
2016,2016,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST1613,2025-04-07 13:00:00,2025-04-10 07:56:37,2026-07-23 20:15:32,staff member polite handled issue well,66.94361111111111,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
2017,2017,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST9085,2025-09-08 07:29:00,2025-09-14 15:34:43,2026-07-23 20:15:32,waiting since last month issue fixed,152.09527777777777,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
2018,2018,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8682,2025-10-11 02:39:00,2025-10-13 04:31:58,2026-07-23 20:15:32,late fee applied paid time,49.882777777777775,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
2019,2019,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST6349,2025-07-18 16:56:00,2025-07-20 05:22:25,2026-07-23 20:15:32,new online system made things much easier well done,36.44027777777778,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
2020,2020,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST4706,2025-07-09 09:51:00,2025-07-12 04:14:33,2026-07-23 20:15:32,staff member polite handled issue well,66.3925,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
2021,2021,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST7630,2025-07-11 21:32:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
2022,2022,The online payment portal charged me twice for the same bill.,,Billing,Open,CUST4663,2025-05-28 15:16:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
2023,2023,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST9883,2025-11-08 19:29:00,2025-11-14 21:37:55,2026-07-23 20:15:32,asked pay extra money get work done faster,146.1486111111111,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
2024,2024,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST3661,2025-09-14 10:36:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
2025,2025,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST7786,2025-09-02 14:27:00,2025-09-07 00:40:08,2026-07-23 20:15:32,road near facility damaged causing accidents,106.21888888888888,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
2026,2026,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,In Progress,CUST9058,2025-05-12 17:07:00,,2026-07-23 20:15:32,staff counter extremely rude today,,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
2027,2027,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST3701,2025-07-13 20:27:00,2025-07-15 07:27:36,2026-07-23 20:15:32,great job support team issue resolved within day,35.01,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
2028,2028,Staff keep telling me to wait but nothing happens.,,Operations,Open,CUST1139,2025-05-13 18:54:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
2029,2029,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3488,2025-07-03 15:59:00,2025-07-04 21:29:59,2026-07-23 20:15:32,late fee applied paid time,29.51638888888889,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
2030,2030,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST6853,2025-07-02 21:08:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
2031,2031,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Open,CUST2349,2025-01-10 01:21:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
2032,2032,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST9034,2025-10-07 15:50:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
2033,2033,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST3271,2025-05-27 15:33:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
2034,2034,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST9133,2025-10-06 14:41:00,2025-10-07 19:50:54,2026-07-23 20:15:32,online payment portal charged twice bill,29.165,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
2035,2035,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST8413,2025-01-28 22:21:00,2025-02-02 15:17:03,2026-07-23 20:15:32,equipment site old frequently malfunctions,112.93416666666668,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
2036,2036,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST4852,2025-05-21 07:45:00,2025-05-23 18:20:24,2026-07-23 20:15:32,staff keep telling wait nothing happens,58.59,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
2037,2037,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST1602,2025-08-07 12:15:00,2025-08-10 00:43:25,2026-07-23 20:15:32,witnessed near accident due lack proper signage,60.47361111111111,Negative,-0.3182,Negative,-0.9997788071632385,Negative,-0.9997788071632385,transformer
2038,2038,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST2203,2025-11-05 17:06:00,2025-11-06 17:04:24,2026-07-23 20:15:32,online payment portal charged twice bill,23.973333333333333,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
2039,2039,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST3008,2025-08-19 19:15:00,2025-08-23 20:45:54,2026-07-23 20:15:32,response time service requests unacceptably slow,97.515,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
2040,2040,"The new online system has made things much easier, well done.",,Customer Support,Resolved,CUST3564,2025-12-07 19:57:00,2025-12-08 08:51:53,2026-07-23 20:15:32,new online system made things much easier well done,12.914722222222222,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
2041,2041,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST4056,2025-02-02 07:53:00,2025-02-05 03:18:14,2026-07-23 20:15:32,response time service requests unacceptably slow,67.42055555555555,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
2042,2042,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST3177,2025-08-13 21:50:00,2025-08-18 02:34:31,2026-07-23 20:15:32,security personnel checking ids properly gate,100.74194444444444,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
2043,2043,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST3689,2025-08-25 12:36:00,2025-08-26 19:14:05,2026-07-23 20:15:32,security personnel checking ids properly gate,30.634722222222223,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
2044,2044,"Great job by the support team, issue resolved within a day.",,Customer Support,Open,UNKNOWN,2025-02-11 12:09:00,,2026-07-23 20:15:32,great job support team issue resolved within day,,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
2045,2045,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST6910,2025-11-24 14:11:00,2025-12-02 22:58:25,2026-07-23 20:15:32,equipment site old frequently malfunctions,200.7902777777778,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
2046,2046,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Resolved,CUST9209,2025-06-01 16:06:00,2025-06-11 13:26:01,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,237.3336111111111,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
2047,2047,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST9697,2025-05-22 18:54:00,2025-05-26 00:06:11,2026-07-23 20:15:32,bill amount doubled month without explanation,77.20305555555555,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
2048,2048,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST1645,2025-12-20 16:59:00,2025-12-23 19:26:07,2026-07-23 20:15:32,staff keep telling wait nothing happens,74.45194444444445,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
2049,2049,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST1293,2025-07-18 11:48:00,2025-07-23 14:07:26,2026-07-23 20:15:32,staff member polite handled issue well,122.32388888888887,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
2050,2050,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST4783,2025-07-14 18:59:00,2025-07-22 01:29:35,2026-07-23 20:15:32,three weeks complaint still resolved,174.50972222222222,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
2051,2051,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST4759,2025-06-10 10:57:00,2025-06-11 00:19:46,2026-07-23 20:15:32,excellent service today satisfied response,13.379444444444443,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
2052,2052,The new infrastructure upgrade has improved things significantly.,,Maintenance,Resolved,CUST8360,2025-04-09 09:00:00,2025-04-15 22:40:54,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,157.68166666666667,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
2053,2053,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST9954,2025-06-03 11:51:00,2025-06-06 09:08:06,2026-07-23 20:15:32,three weeks complaint still resolved,69.285,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
2054,2054,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST1838,2025-07-24 17:50:00,2025-07-25 21:13:02,2026-07-23 20:15:32,want thank team resolving issue quickly,27.38388888888889,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
2055,2055,The staff member was polite and handled my issue very well.,,Customer Support,In Progress,CUST4847,2025-04-22 13:35:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
2056,2056,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST8036,2025-07-11 10:11:00,2025-07-12 04:42:28,2026-07-23 20:15:32,great job support team issue resolved within day,18.524444444444445,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
